,0
274,0.6366374861216157
275,0.6325591871698599
276,0.23264306435825552
277,0.23017327307629482
278,0.30137872366947255
279,0.5913732579511539
280,0.14613829405403883
281,0.8413424265378632
282,0.14393592015905884
283,0.18171685789228664
284,0.36632874156845063
285,0.1422698130212585
286,0.2792744992689643
287,0.42902216650690983
288,0.22964692809741524
289,0.1416117422576012
290,0.18060735463563468
291,0.13103545230177546
292,0.13126532452120215
293,0.19164220049424066
294,0.5454662671647827
295,0.6518665797028141
296,0.1255519717350269
297,0.14586834983497746
298,0.8115054078799221
299,0.24330797594704257
300,0.5014024564111373
301,0.17636831711778214
302,0.4131455061711379
303,0.29603960019063286
304,0.2506279562117825
305,0.15096315796431833
306,0.5733533866015021
307,0.23987945512747635
308,0.36140942730871883
309,0.29617452163678715
310,0.2208739802626758
311,0.2382897482180451
312,0.51929095786929
313,0.13100662059608573
314,0.44207522680630384
315,0.264837145821448
316,0.1471924079440455
317,0.19548349571262338
318,0.2757739646306685
319,0.12688581427423626
320,0.162585890104772
321,0.20551971364338115
322,0.5368447139046992
323,0.12858545494178164
324,0.14807219054914797
325,0.31956099070882427
326,0.12806750101016612
327,0.4671102452692133
328,0.5329693910206251
329,0.13291323985036782
330,0.38374243890170007
331,0.27721643261015777
332,0.8257084395931686
333,0.39605977506595363
334,0.16013642903921418
335,0.8238538206647241
336,0.27080569064686427
337,0.27501712288555086
338,0.8151380442529104
339,0.44138084680923195
340,0.37017281097901694
341,0.2864222591238335
342,0.12751956665781242
343,0.4187288207215126
344,0.34937424582528076
345,0.29263402650774567
346,0.2127507670343134
347,0.13695995187849022
348,0.15741285297055302
349,0.16475815337332048
350,0.5961340117645169
351,0.38541880859262995
352,0.31219578425827677
353,0.12513522968370283
354,0.1526848497205355
355,0.3186234308353729
356,0.38937900499800343
357,0.242646318135769
358,0.2894644956844731
359,0.2937457820084904
360,0.4888070751129455
361,0.14039371896504937
362,0.19147928093634078
363,0.45209449316514155
364,0.3837153452097939
365,0.7166445946763949
366,0.33546827203461893
367,0.26045282069111964
368,0.3033508739839191
369,0.16497039211263279
370,0.339325767042049
371,0.47263061227400777
372,0.24691095417752795
373,0.22450734669292416
374,0.27894893088426964
375,0.19274652010223675
376,0.2457812198859448
377,0.3668787700143143
378,0.2694210735370796
379,0.12578310384971317
380,0.7501394125683809
381,0.13032068111410905
382,0.3041188738929004
383,0.3178391530066502
384,0.17000399428377821
385,0.3215113340662728
386,0.17558186254407127
387,0.3132924092996527
388,0.1577525417899606
389,0.12433797483915543
390,0.23638143303343997
391,0.16113980494164692
392,0.13756098078885265
393,0.1531626652240311
394,0.17917216513076345
395,0.5441678496601763
396,0.14488092381298104
397,0.3620206188257734
398,0.18132943369107252
399,0.173375589469474
400,0.1418656591320151
401,0.17540837667866888
402,0.3148614623031358
403,0.6484175095602477
404,0.710073361992976
405,0.13097566425121082
406,0.198079387357581
407,0.1572484722838051
408,0.3368044520691834
409,0.28010180635731463
410,0.3002259535144016
411,0.32794088876758903
412,0.5398025217574324
413,0.31250346207417945
414,0.259870064133915
415,0.3286203530174362
416,0.2529518373746449
417,0.5787976690269714
418,0.51596994431778
419,0.21469916516525714
420,0.25772955196296654
421,0.30154195624630853
422,0.23075797485486618
423,0.9512823159013767
424,0.12841507718204548
425,0.2703297270841454
426,0.3376285387471579
427,0.331191524882383
428,0.6492733201536024
429,0.4747194815371158
430,0.8618749041020781
431,0.3457206737183964
432,0.282128450640947
433,0.2760665154026075
434,0.4892499350866439
435,0.6717054618987004
436,0.2960298075562732
437,0.17690639042153397
438,0.37722606890581256
439,0.33689078393665234
440,0.22039695465172204
441,0.24545019388452707
442,0.13341590882285526
443,0.37347314878224885
444,0.4644625784305112
445,0.5907743034712251
446,0.1522208939064924
447,0.22601305045393133
448,0.27804314073025505
449,0.12937465340126064
450,0.656760422701832
451,0.3182304022576102
452,0.2286382360346627
453,0.1782357533120443
454,0.8871654317823457
455,0.2515057049314835
456,0.36472570133480914
457,0.7076104626061407
458,0.2895791813338745
459,0.6320221015785874
460,0.34390546326652527
461,0.3238668497452498
462,0.8168418216697263
463,0.32494894166120397
464,0.5281412996618445
465,0.1416468216696235
466,0.34772334639009805
467,0.28073235594978047
468,0.21629639981645993
469,0.6603329359908051
470,0.14537682599249216
471,0.3222774110976655
472,0.6250989951737236
473,0.27512154692198
474,0.216403082512803
475,0.8526690847332569
476,0.7890279908452339
477,0.7090020550683694
478,0.1658560899711978
479,0.654075459114183
480,0.12614410273217247
481,0.7856540720952213
482,0.7153341723378317
483,0.16997985810656577
484,0.13418745908236565
485,0.30517703307020483
486,0.8286133557914238
487,0.13989333007018737
488,0.5668148611526359
489,0.2387750273033272
490,0.2841876898427897
491,0.22806313089570115
492,0.3719507441818036
493,0.21381411786636492
494,0.1675730226417082
495,0.34191903489247016
496,0.2972075713784328
497,0.4874796804165195
498,0.25251105479302965
499,0.25834429969858846
500,0.31104421622944634
501,0.21876092320452067
502,0.1512176847378696
503,0.2361915480005781
504,0.5056542403063681
505,0.2639895208517491
506,0.14876315644627558
507,0.2673574136000289
508,0.41302947512475563
509,0.17206801940701322
510,0.195265228544797
511,0.1341658047779561
512,0.1282516082483906
513,0.2989328670480455
514,0.17729910072035818
515,0.26311627548348254
516,0.2487029719107266
517,0.14772701503178634
518,0.2991057104506455
519,0.16793512305548028
520,0.32962223600636575
521,0.14185273602366924
522,0.241512469007414
523,0.14666242142711827
524,0.23652095859865013
525,0.3180239842286621
526,0.15493895816932804
527,0.1579545759021725
528,0.3207243760853171
529,0.14355056183332338
530,0.333077768211892
531,0.24008476681350646
532,0.23970043622092593
533,0.49629318410555123
534,0.3593773502376995
535,0.3350666695698471
536,0.2066981760839822
537,0.21614599814472238
538,0.23683681655015398
539,0.382577237442755
540,0.13355541839071836
541,0.7088490763332118
542,0.31376355881582685
543,0.23157878791702394
544,0.18010899555679458
545,0.1521666049002147
